IMD Rank,IMD Decile,ITL1,ITL2
29701,9,South West (England),Gloucestershire and Wiltshire
9707,3,South West (England),Gloucestershire and Wiltshire
7190,3,South West (England),Gloucestershire and Wiltshire
30335,9,South West (England),Gloucestershire and Wiltshire
14273,5,South West (England),Gloucestershire and Wiltshire
4229,2,South West (England),Gloucestershire and Wiltshire
867,1,South West (England),Gloucestershire and Wiltshire
5469,2,South West (England),Gloucestershire and Wiltshire
16700,5,South West (England),Gloucestershire and Wiltshire
9414,3,South West (England),Gloucestershire and Wiltshire
14144,5,South West (England),Gloucestershire and Wiltshire
33038,10,South West (England),Gloucestershire and Wiltshire
27586,9,South West (England),Gloucestershire and Wiltshire
28913,9,South West (England),Gloucestershire and Wiltshire
33249,10,South West (England),Gloucestershire and Wiltshire
13983,5,South West (England),Gloucestershire and Wiltshire
29155,9,South West (England),Gloucestershire and Wiltshire
31546,10,South West (England),Gloucestershire and Wiltshire
9838,3,South West (England),Gloucestershire and Wiltshire
20734,7,South West (England),Gloucestershire and Wiltshire
28864,9,South West (England),Gloucestershire and Wiltshire
20002,6,South West (England),Gloucestershire and Wiltshire
25149,8,South West (England),Gloucestershire and Wiltshire
16936,6,South West (England),Gloucestershire and Wiltshire
30337,9,South West (England),Gloucestershire and Wiltshire
24427,8,South West (England),Gloucestershire and Wiltshire
11592,4,South West (England),Gloucestershire and Wiltshire
5301,2,South West (England),Gloucestershire and Wiltshire
16666,5,South West (England),Gloucestershire and Wiltshire
11141,4,South West (England),Gloucestershire and Wiltshire
19836,6,South West (England),Gloucestershire and Wiltshire
33175,10,South West (England),Gloucestershire and Wiltshire
23077,7,South West (England),Gloucestershire and Wiltshire
29293,9,South West (England),Gloucestershire and Wiltshire
5420,2,South West (England),Gloucestershire and Wiltshire
3312,1,South West (England),Gloucestershire and Wiltshire
6886,3,South West (England),Gloucestershire and Wiltshire
5465,2,South West (England),Gloucestershire and Wiltshire
4129,2,South West (England),Gloucestershire and Wiltshire
2453,1,South West (England),Gloucestershire and Wiltshire
10656,4,South West (England),Gloucestershire and Wiltshire
1245,1,South West (England),Gloucestershire and Wiltshire
860,1,South West (England),Gloucestershire and Wiltshire
1213,1,South West (England),Gloucestershire and Wiltshire
28841,9,South West (England),Gloucestershire and Wiltshire
28004,9,South West (England),Gloucestershire and Wiltshire
25683,8,South West (England),Gloucestershire and Wiltshire
22652,7,South West (England),Gloucestershire and Wiltshire
27683,9,South West (England),Gloucestershire and Wiltshire
20425,7,South West (England),Gloucestershire and Wiltshire
23854,8,South West (England),Gloucestershire and Wiltshire
17452,6,South West (England),Gloucestershire and Wiltshire
16008,5,South West (England),Gloucestershire and Wiltshire
26935,8,South West (England),Gloucestershire and Wiltshire
25358,8,South West (England),Gloucestershire and Wiltshire
2851,1,South West (England),Gloucestershire and Wiltshire
18903,6,South West (England),Gloucestershire and Wiltshire
28122,9,South West (England),Gloucestershire and Wiltshire
26537,8,South West (England),Gloucestershire and Wiltshire
23078,7,South West (England),Gloucestershire and Wiltshire
32331,10,South West (England),Gloucestershire and Wiltshire
30324,9,South West (England),Gloucestershire and Wiltshire
24071,8,South West (England),Gloucestershire and Wiltshire
29403,9,South West (England),Gloucestershire and Wiltshire
21686,7,South West (England),Gloucestershire and Wiltshire
21529,7,South West (England),Gloucestershire and Wiltshire
6601,2,South West (England),Gloucestershire and Wiltshire
2654,1,South West (England),Gloucestershire and Wiltshire
16130,5,South West (England),Gloucestershire and Wiltshire
3528,2,South West (England),Gloucestershire and Wiltshire
3335,1,South West (England),Gloucestershire and Wiltshire
22413,7,South West (England),Gloucestershire and Wiltshire
2348,1,South West (England),Gloucestershire and Wiltshire
24605,8,South West (England),Gloucestershire and Wiltshire
16978,6,South West (England),Gloucestershire and Wiltshire
22415,7,South West (England),Gloucestershire and Wiltshire
13058,4,South West (England),Gloucestershire and Wiltshire
24957,8,South West (England),Gloucestershire and Wiltshire
21509,7,South West (England),Gloucestershire and Wiltshire
25753,8,South West (England),Gloucestershire and Wiltshire
23986,8,South West (England),Gloucestershire and Wiltshire
30620,10,South West (England),Gloucestershire and Wiltshire
15176,5,South West (England),Gloucestershire and Wiltshire
20116,6,South West (England),Gloucestershire and Wiltshire
26936,8,East (England),Cambridgeshire and Peterborough
25524,8,East (England),Cambridgeshire and Peterborough
16395,5,East (England),Cambridgeshire and Peterborough
7229,3,East (England),Cambridgeshire and Peterborough
4239,2,East (England),Cambridgeshire and Peterborough
6530,2,East (England),Cambridgeshire and Peterborough
6699,2,East (England),Cambridgeshire and Peterborough
6358,2,East (England),Cambridgeshire and Peterborough
4372,2,East (England),Cambridgeshire and Peterborough
23343,7,East (England),Cambridgeshire and Peterborough
3520,2,East (England),Cambridgeshire and Peterborough
2965,1,East (England),Cambridgeshire and Peterborough
3278,1,East (England),Cambridgeshire and Peterborough
1260,1,East (England),Cambridgeshire and Peterborough
1473,1,East (England),Cambridgeshire and Peterborough
5361,2,East (England),Cambridgeshire and Peterborough
11272,4,East (England),Cambridgeshire and Peterborough
2097,1,East (England),Cambridgeshire and Peterborough
5426,2,East (England),Cambridgeshire and Peterborough
1387,1,East (England),Cambridgeshire and Peterborough
3872,2,East (England),Cambridgeshire and Peterborough
2630,1,East (England),Cambridgeshire and Peterborough
3602,2,East (England),Cambridgeshire and Peterborough
9252,3,East (England),Cambridgeshire and Peterborough
4518,2,East (England),Cambridgeshire and Peterborough
4046,2,East (England),Cambridgeshire and Peterborough
14445,5,East (England),Cambridgeshire and Peterborough
10802,4,East (England),Cambridgeshire and Peterborough
8582,3,East (England),Cambridgeshire and Peterborough
25047,8,East (England),Cambridgeshire and Peterborough
9127,3,East (England),Cambridgeshire and Peterborough
10881,4,East (England),Cambridgeshire and Peterborough
10583,4,East (England),Cambridgeshire and Peterborough
19781,6,East (England),Cambridgeshire and Peterborough
22184,7,East (England),Cambridgeshire and Peterborough
22165,7,East (England),Cambridgeshire and Peterborough
25860,8,East (England),Cambridgeshire and Peterborough
10862,4,East (England),Cambridgeshire and Peterborough
22235,7,East (England),Cambridgeshire and Peterborough
1988,1,East (England),Cambridgeshire and Peterborough
3582,2,East (England),Cambridgeshire and Peterborough
4391,2,East (England),Cambridgeshire and Peterborough
29841,9,East (England),Cambridgeshire and Peterborough
25243,8,East (England),Cambridgeshire and Peterborough
3920,2,East (England),Cambridgeshire and Peterborough
14400,5,East (England),Cambridgeshire and Peterborough
3421,2,East (England),Cambridgeshire and Peterborough
8387,3,East (England),Cambridgeshire and Peterborough
7003,3,East (England),Cambridgeshire and Peterborough
3552,2,East (England),Cambridgeshire and Peterborough
7544,3,East (England),Cambridgeshire and Peterborough
20888,7,East (England),Cambridgeshire and Peterborough
23169,7,East (England),Cambridgeshire and Peterborough
32103,10,East (England),Cambridgeshire and Peterborough
2561,1,East (England),Cambridgeshire and Peterborough
31543,10,East (England),Cambridgeshire and Peterborough
26530,8,East (England),Cambridgeshire and Peterborough
11567,4,East (England),Cambridgeshire and Peterborough
5448,2,East (England),Cambridgeshire and Peterborough
15736,5,East (England),Cambridgeshire and Peterborough
2553,1,East (England),Cambridgeshire and Peterborough
8757,3,East (England),Cambridgeshire and Peterborough
4789,2,East (England),Cambridgeshire and Peterborough
664,1,East (England),Cambridgeshire and Peterborough
19535,6,East (England),Cambridgeshire and Peterborough
5905,2,East (England),Cambridgeshire and Peterborough
5398,2,East (England),Cambridgeshire and Peterborough
4473,2,East (England),Cambridgeshire and Peterborough
1993,1,East (England),Cambridgeshire and Peterborough
3309,1,East (England),Cambridgeshire and Peterborough
6040,2,East (England),Cambridgeshire and Peterborough
7633,3,East (England),Cambridgeshire and Peterborough
13136,4,East (England),Cambridgeshire and Peterborough
4813,2,East (England),Cambridgeshire and Peterborough
11604,4,East (England),Cambridgeshire and Peterborough
16680,5,East (England),Cambridgeshire and Peterborough
21206,7,East (England),Cambridgeshire and Peterborough
5405,2,East (England),Cambridgeshire and Peterborough
5967,2,East (England),Cambridgeshire and Peterborough
17599,6,East (England),Cambridgeshire and Peterborough
10598,4,East (England),Cambridgeshire and Peterborough
5266,2,East (England),Cambridgeshire and Peterborough
19936,6,East (England),Cambridgeshire and Peterborough
21283,7,East (England),Cambridgeshire and Peterborough
4002,2,East (England),Cambridgeshire and Peterborough
